play_id,game_id,season,season_type,week,game_date,home_team,away_team,posteam,defteam,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,score_differential,posteam_timeouts_remaining,defteam_timeouts_remaining,play_type,yards_gained,epa,success,shotgun,no_huddle,goal_to_go,distance_bucket,field_zone,red_zone,score_state,late_down,short_yardage
1212,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,36.0,2,554.0,554.0,2354.0,0.0,3.0,3.0,run,1.0,-0.468700339784846,0,0,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
1237,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,2.0,9,35.0,2,523.0,523.0,2323.0,0.0,3.0,3.0,pass,6.0,0.133466122089885,1,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
1269,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,3.0,3,29.0,2,480.0,480.0,2280.0,0.0,3.0,3.0,pass,3.0,0.906417316698935,1,1,0,0,Short (1-3),Plus Territory,0,Within 7 points,1,1
1294,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,26.0,2,440.0,440.0,2240.0,0.0,3.0,3.0,pass,0.0,-0.400278554821853,0,1,1,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
1317,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,2.0,10,26.0,2,436.0,436.0,2236.0,0.0,3.0,3.0,pass,0.0,-0.577121333568357,0,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
1340,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,3.0,10,26.0,2,431.0,431.0,2231.0,0.0,3.0,2.0,pass,0.0,-1.21203108801051,0,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,1,0
1424,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,1.0,10,70.0,2,420.0,420.0,2220.0,-3.0,2.0,3.0,run,1.0,-0.452439016429707,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
1446,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,2.0,9,69.0,2,379.0,379.0,2179.0,-3.0,2.0,3.0,pass,20.0,1.77081921324134,1,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
1471,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,1.0,10,49.0,2,334.0,334.0,2134.0,-3.0,2.0,3.0,pass,23.0,1.4099922713358,1,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
1496,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,1.0,10,26.0,2,295.0,295.0,2095.0,-3.0,2.0,3.0,pass,-2.0,-0.83818912494462,0,0,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
1521,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,2.0,12,28.0,2,254.0,254.0,2054.0,-3.0,2.0,3.0,pass,-7.0,-1.344967882731,0,1,0,0,Very Long (11+),Plus Territory,0,Within 7 points,0,0
1541,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,3.0,19,35.0,2,209.0,209.0,2009.0,-3.0,2.0,3.0,run,7.0,0.216949339131372,1,1,0,0,Very Long (11+),Plus Territory,0,Within 7 points,1,0
1644,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,15,75.0,2,174.0,174.0,1974.0,0.0,3.0,2.0,pass,24.0,1.45936516468646,1,1,0,0,Very Long (11+),Own Territory,0,Within 7 points,0,0
1669,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,51.0,2,139.0,139.0,1939.0,0.0,3.0,2.0,run,4.0,-0.116502907767426,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
1729,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,33.0,2,120.0,120.0,1920.0,0.0,3.0,2.0,run,12.0,0.831900270131882,1,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
1759,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,21.0,2,80.0,80.0,1880.0,0.0,3.0,2.0,pass,11.0,0.506603285728488,1,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
1784,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,10.0,2,38.0,38.0,1838.0,0.0,3.0,2.0,pass,10.0,2.29026751784841,1,1,0,1,Long (7-10),Red Zone,1,Within 7 points,0,0
1842,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,1.0,10,70.0,2,32.0,32.0,1832.0,-7.0,2.0,3.0,pass,17.0,0.747637367865536,1,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
1867,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,1.0,10,53.0,2,27.0,27.0,1827.0,-7.0,1.0,3.0,pass,6.0,-0.0345804087119177,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
1899,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,2.0,4,47.0,2,23.0,23.0,1823.0,-7.0,0.0,3.0,pass,0.0,-0.223484719812404,0,1,0,0,Medium (4-6),Plus Territory,0,Within 7 points,0,0
1935,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,3.0,4,47.0,2,20.0,20.0,1820.0,-7.0,0.0,3.0,pass,0.0,-0.556761765677948,0,1,0,0,Medium (4-6),Plus Territory,0,Within 7 points,1,0
2082,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,70.0,3,900.0,1800.0,1800.0,7.0,3.0,3.0,run,10.0,0.646206624805927,1,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2109,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,60.0,3,866.0,1766.0,1766.0,7.0,3.0,3.0,run,21.0,1.31255462230183,1,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2131,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,39.0,3,821.0,1721.0,1721.0,7.0,3.0,3.0,pass,9.0,0.680167773389258,1,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
2156,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,2.0,1,30.0,3,785.0,1685.0,1685.0,7.0,3.0,3.0,pass,6.0,0.348053736612201,1,1,0,0,Short (1-3),Plus Territory,0,Within 7 points,0,1
2225,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,7,7.0,3,743.0,1643.0,1643.0,7.0,3.0,3.0,run,5.0,0.380462586239446,1,0,0,1,Long (7-10),Red Zone,1,Within 7 points,0,0
2247,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,2.0,2,2.0,3,697.0,1597.0,1597.0,7.0,3.0,3.0,pass,0.0,-0.77651131170569,0,0,0,1,Short (1-3),Red Zone,1,Within 7 points,0,1
2279,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,3.0,2,2.0,3,693.0,1593.0,1593.0,7.0,3.0,3.0,pass,2.0,1.70959029271035,1,1,0,1,Short (1-3),Red Zone,1,Within 7 points,1,1
2354,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,1.0,10,70.0,3,687.0,1587.0,1587.0,-14.0,3.0,3.0,pass,18.0,1.2703003291972,1,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
2382,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,1.0,10,52.0,3,667.0,1567.0,1567.0,-14.0,3.0,3.0,run,4.0,-0.198490801500157,0,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
2419,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,2.0,6,48.0,3,632.0,1532.0,1532.0,-14.0,3.0,3.0,run,3.0,-0.248067499371246,0,0,0,0,Medium (4-6),Plus Territory,0,Trailing by 8+,0,0
2441,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,3.0,3,45.0,3,591.0,1491.0,1491.0,-14.0,3.0,3.0,run,0.0,-6.82715836598072,0,1,0,0,Short (1-3),Plus Territory,0,Trailing by 8+,1,1
2487,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,21.0,3,582.0,1482.0,1482.0,14.0,3.0,3.0,pass,0.0,-0.464363361475989,0,1,0,0,Long (7-10),Plus Territory,0,Leading by 8+,0,0
2519,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,2.0,10,21.0,3,577.0,1477.0,1477.0,14.0,3.0,3.0,run,9.0,0.614978432946373,1,1,0,0,Long (7-10),Plus Territory,0,Leading by 8+,0,0
2541,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,3.0,1,12.0,3,540.0,1440.0,1440.0,14.0,3.0,3.0,run,2.0,0.288759672897868,1,0,0,0,Short (1-3),Red Zone,1,Leading by 8+,1,1
2563,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,10.0,3,500.0,1400.0,1400.0,14.0,3.0,3.0,run,-1.0,-0.83366112789372,0,0,0,1,Long (7-10),Red Zone,1,Leading by 8+,0,0
2585,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,2.0,11,11.0,3,460.0,1360.0,1360.0,14.0,2.0,3.0,pass,11.0,2.55772218899801,1,1,0,1,Very Long (11+),Red Zone,1,Leading by 8+,0,0
2667,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,1.0,10,70.0,3,454.0,1354.0,1354.0,-21.0,3.0,2.0,pass,0.0,-0.538992181885988,0,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
2690,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,2.0,10,70.0,3,451.0,1351.0,1351.0,-21.0,3.0,2.0,run,2.0,-0.569251112174243,0,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
2712,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,3.0,8,68.0,3,411.0,1311.0,1311.0,-21.0,3.0,2.0,pass,0.0,-1.41033641248941,0,1,1,0,Long (7-10),Own Territory,0,Trailing by 8+,1,0
2772,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,77.0,3,396.0,1296.0,1296.0,21.0,2.0,3.0,run,6.0,0.458339489297941,1,0,0,0,Long (7-10),Own Territory,0,Leading by 8+,0,0
2801,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,2.0,4,71.0,3,361.0,1261.0,1261.0,21.0,2.0,3.0,run,-1.0,-1.07016800227575,0,1,0,0,Medium (4-6),Own Territory,0,Leading by 8+,0,0
2823,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,3.0,5,72.0,3,316.0,1216.0,1216.0,21.0,1.0,3.0,pass,0.0,-1.40482072997838,0,1,0,0,Medium (4-6),Own Territory,0,Leading by 8+,1,0
2879,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,1.0,10,74.0,3,302.0,1202.0,1202.0,-21.0,3.0,1.0,pass,1.0,-0.498417173046619,0,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
2904,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,2.0,9,73.0,3,271.0,1171.0,1171.0,-21.0,3.0,1.0,pass,0.0,-0.700599632225931,0,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
2944,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,3.0,9,73.0,3,269.0,1169.0,1169.0,-21.0,3.0,1.0,pass,0.0,-1.40170366619714,0,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,1,0
3021,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,71.0,3,255.0,1155.0,1155.0,21.0,1.0,3.0,run,6.0,0.0092674626503139,1,1,0,0,Long (7-10),Own Territory,0,Leading by 8+,0,0
3043,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,2.0,4,65.0,3,210.0,1110.0,1110.0,21.0,1.0,3.0,pass,0.0,-0.849591033533216,0,0,0,0,Medium (4-6),Own Territory,0,Leading by 8+,0,0
3066,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,3.0,4,65.0,3,206.0,1106.0,1106.0,21.0,1.0,3.0,pass,5.0,1.4728424877394,1,1,0,0,Medium (4-6),Own Territory,0,Leading by 8+,1,0
3091,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,60.0,3,162.0,1062.0,1062.0,21.0,1.0,3.0,run,3.0,-0.291814472991973,0,0,0,0,Long (7-10),Own Territory,0,Leading by 8+,0,0
3115,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,2.0,7,57.0,3,117.0,1017.0,1017.0,21.0,1.0,3.0,pass,-8.0,-1.92984352749772,0,1,0,0,Long (7-10),Own Territory,0,Leading by 8+,0,0
3135,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,3.0,15,65.0,3,76.0,976.0,976.0,21.0,1.0,3.0,pass,0.0,-1.21004315232858,0,1,0,0,Very Long (11+),Own Territory,0,Leading by 8+,1,0
3176,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,1.0,10,80.0,3,63.0,963.0,963.0,-21.0,3.0,0.0,pass,-1.0,-0.927482915110886,0,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
3233,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,2.0,11,81.0,3,29.0,929.0,929.0,-21.0,3.0,0.0,run,1.0,-0.472585280658677,0,1,0,0,Very Long (11+),Backed Up,0,Trailing by 8+,0,0
3275,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,3.0,10,80.0,4,900.0,900.0,900.0,-21.0,3.0,0.0,pass,-5.0,-1.76832623057999,0,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,1,0
3321,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,80.0,4,846.0,846.0,846.0,21.0,0.0,3.0,pass,15.0,0.971085373545066,1,1,0,0,Long (7-10),Own Territory,0,Leading by 8+,0,0
3346,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,65.0,4,803.0,803.0,803.0,21.0,0.0,3.0,pass,0.0,-8.64643808896653,0,1,0,0,Long (7-10),Own Territory,0,Leading by 8+,0,0
3435,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,74.0,4,792.0,792.0,792.0,14.0,0.0,3.0,run,3.0,-0.323852010304108,0,1,0,0,Long (7-10),Own Territory,0,Leading by 8+,0,0
3457,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,2.0,7,71.0,4,755.0,755.0,755.0,14.0,0.0,3.0,pass,4.0,-0.181977914879099,0,1,0,0,Long (7-10),Own Territory,0,Leading by 8+,0,0
3482,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,3.0,3,67.0,4,710.0,710.0,710.0,14.0,0.0,3.0,pass,0.0,-1.3258225126192,0,1,0,0,Short (1-3),Own Territory,0,Leading by 8+,1,1
3531,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,1.0,10,67.0,4,692.0,692.0,692.0,-14.0,3.0,0.0,pass,3.0,-0.393902339506894,0,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
3563,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,2.0,7,64.0,4,663.0,663.0,663.0,-14.0,3.0,0.0,pass,7.0,0.795223077991977,1,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
3588,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,1.0,10,57.0,4,638.0,638.0,638.0,-14.0,3.0,0.0,pass,6.0,-0.0755228765774518,0,1,1,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
3613,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,2.0,4,51.0,4,616.0,616.0,616.0,-14.0,3.0,0.0,run,3.0,-0.262587564531714,0,1,1,0,Medium (4-6),Own Territory,0,Trailing by 8+,0,0
3635,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,3.0,1,48.0,4,592.0,592.0,592.0,-14.0,3.0,0.0,run,1.0,0.566167486598715,1,1,1,0,Short (1-3),Plus Territory,0,Trailing by 8+,1,1
3657,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,1.0,10,47.0,4,563.0,563.0,563.0,-14.0,3.0,0.0,pass,6.0,0.0936279569286853,1,1,0,0,Long (7-10),Plus Territory,0,Trailing by 8+,0,0
3682,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,2.0,4,41.0,4,533.0,533.0,533.0,-14.0,3.0,0.0,pass,0.0,-0.904156947974116,0,1,0,0,Medium (4-6),Plus Territory,0,Trailing by 8+,0,0
3705,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,3.0,4,41.0,4,530.0,530.0,530.0,-14.0,3.0,0.0,pass,7.0,1.60796384327114,1,1,0,0,Medium (4-6),Plus Territory,0,Trailing by 8+,1,0
3730,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,1.0,10,34.0,4,500.0,500.0,500.0,-14.0,3.0,0.0,pass,-4.0,-1.18527578143403,0,1,1,0,Long (7-10),Plus Territory,0,Trailing by 8+,0,0
3750,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,2.0,14,38.0,4,477.0,477.0,477.0,-14.0,3.0,0.0,pass,10.0,0.685760140884668,1,1,1,0,Very Long (11+),Plus Territory,0,Trailing by 8+,0,0
3775,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,3.0,4,28.0,4,439.0,439.0,439.0,-14.0,3.0,0.0,pass,-8.0,-2.25636704824865,0,1,0,0,Medium (4-6),Plus Territory,0,Trailing by 8+,1,0
3795,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,4.0,12,36.0,4,400.0,400.0,400.0,-14.0,3.0,0.0,pass,0.0,-2.09206323209219,0,1,0,0,Very Long (11+),Plus Territory,0,Trailing by 8+,1,0
3818,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,64.0,4,396.0,396.0,396.0,14.0,0.0,3.0,run,5.0,0.0991728883236647,1,1,0,0,Long (7-10),Own Territory,0,Leading by 8+,0,0
3840,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,2.0,5,59.0,4,393.0,393.0,393.0,14.0,0.0,2.0,run,3.0,-0.301486054435372,0,0,0,0,Medium (4-6),Own Territory,0,Leading by 8+,0,0
3871,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,3.0,2,56.0,4,388.0,388.0,388.0,14.0,0.0,1.0,pass,0.0,-1.31275651580654,0,1,0,0,Short (1-3),Own Territory,0,Leading by 8+,1,1
3925,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,51.0,4,384.0,384.0,384.0,14.0,0.0,1.0,run,2.0,-0.448784892447293,0,1,0,0,Long (7-10),Own Territory,0,Leading by 8+,0,0
3957,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,2.0,8,49.0,4,349.0,349.0,349.0,14.0,0.0,1.0,run,2.0,-1.00657798070461,0,0,0,0,Long (7-10),Plus Territory,0,Leading by 8+,0,0
3979,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,3.0,6,47.0,4,345.0,345.0,345.0,14.0,0.0,0.0,pass,47.0,5.87437744252384,1,1,0,0,Medium (4-6),Plus Territory,0,Leading by 8+,1,0
4044,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,1.0,10,70.0,4,337.0,337.0,337.0,-21.0,0.0,0.0,pass,-17.0,-6.17809572583064,0,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
4081,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,10,13.0,4,329.0,329.0,329.0,21.0,0.0,0.0,run,6.0,0.221422842296306,1,0,0,0,Long (7-10),Red Zone,1,Leading by 8+,0,0
4105,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,2.0,4,7.0,4,290.0,290.0,290.0,21.0,0.0,0.0,run,3.0,-0.0495919388486072,0,0,0,0,Medium (4-6),Red Zone,1,Leading by 8+,0,0
4127,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,3.0,1,4.0,4,245.0,245.0,245.0,21.0,0.0,0.0,pass,3.0,1.30292862272472,1,1,0,0,Short (1-3),Red Zone,1,Leading by 8+,1,1
4152,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,1.0,1,1.0,4,192.0,192.0,192.0,21.0,0.0,0.0,run,0.0,-0.545363405864919,0,0,0,1,Short (1-3),Red Zone,1,Leading by 8+,0,1
4204,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,2.0,6,6.0,4,145.0,145.0,145.0,21.0,0.0,0.0,run,2.0,-0.651445706316736,0,0,0,1,Medium (4-6),Red Zone,1,Leading by 8+,0,0
4226,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,CIN,LV,3.0,4,4.0,4,120.0,120.0,120.0,21.0,0.0,0.0,pass,0.0,-1.23329228092916,0,0,0,1,Medium (4-6),Red Zone,1,Leading by 8+,1,0
4323,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,1.0,10,70.0,4,113.0,113.0,113.0,-24.0,0.0,0.0,pass,0.0,-0.287713457015343,0,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
4346,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,2.0,10,70.0,4,109.0,109.0,109.0,-24.0,0.0,0.0,run,6.0,-0.190680490108207,0,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
4368,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,3.0,4,64.0,4,89.0,89.0,89.0,-24.0,0.0,0.0,pass,12.0,0.988818443845958,1,1,1,0,Medium (4-6),Own Territory,0,Trailing by 8+,1,0
4398,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,1.0,10,52.0,4,85.0,85.0,85.0,-24.0,0.0,0.0,pass,1.0,-0.556445486610755,0,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
4457,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,1.0,10,24.0,4,55.0,55.0,55.0,-24.0,0.0,0.0,run,2.0,-0.0406278714071959,0,1,0,0,Long (7-10),Plus Territory,0,Trailing by 8+,0,0
4484,2024_09_LV_CIN,2024,REG,9,2024-11-03,CIN,LV,LV,CIN,2.0,8,22.0,4,48.0,48.0,48.0,-24.0,0.0,0.0,pass,22.0,4.51647501066327,1,1,0,0,Long (7-10),Plus Territory,0,Trailing by 8+,0,0
61,2024_09_MIA_BUF,2024,REG,9,2024-11-03,BUF,MIA,BUF,MIA,1.0,10,70.0,1,900.0,1800.0,3600.0,0.0,3.0,3.0,run,4.0,-0.120012152241543,0,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
83,2024_09_MIA_BUF,2024,REG,9,2024-11-03,BUF,MIA,BUF,MIA,2.0,6,66.0,1,860.0,1760.0,3560.0,0.0,3.0,3.0,run,-1.0,-0.923531874781474,0,0,0,0,Medium (4-6),Own Territory,0,Within 7 points,0,0
105,2024_09_MIA_BUF,2024,REG,9,2024-11-03,BUF,MIA,BUF,MIA,3.0,7,67.0,1,818.0,1718.0,3518.0,0.0,3.0,3.0,pass,0.0,-1.46409910032526,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,1,0
154,2024_09_MIA_BUF,2024,REG,9,2024-11-03,BUF,MIA,MIA,BUF,1.0,10,83.0,1,805.0,1705.0,3505.0,0.0,3.0,3.0,run,7.0,0.291135489474982,1,0,0,0,Long (7-10),Backed Up,0,Within 7 points,0,0
176,2024_09_MIA_BUF,2024,REG,9,2024-11-03,BUF,MIA,MIA,BUF,2.0,3,76.0,1,766.0,1666.0,3466.0,0.0,3.0,3.0,pass,6.0,0.620821015443653,1,1,0,0,Short (1-3),Own Territory,0,Within 7 points,0,1
201,2024_09_MIA_BUF,2024,REG,9,2024-11-03,BUF,MIA,MIA,BUF,1.0,10,70.0,1,726.0,1626.0,3426.0,0.0,3.0,3.0,pass,-7.0,-1.54208137793466,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
228,2024_09_MIA_BUF,2024,REG,9,2024-11-03,BUF,MIA,MIA,BUF,2.0,17,77.0,1,683.0,1583.0,3383.0,0.0,3.0,3.0,pass,6.0,-0.0136903719976544,0,1,0,0,Very Long (11+),Own Territory,0,Within 7 points,0,0
253,2024_09_MIA_BUF,2024,REG,9,2024-11-03,BUF,MIA,MIA,BUF,3.0,11,71.0,1,643.0,1543.0,3343.0,0.0,3.0,3.0,pass,0.0,-1.10940574388951,0,1,0,0,Very Long (11+),Own Territory,0,Within 7 points,1,0
311,2024_09_MIA_BUF,2024,REG,9,2024-11-03,BUF,MIA,BUF,MIA,1.0,10,37.0,1,627.0,1527.0,3327.0,0.0,3.0,3.0,pass,1.0,-0.510525434045121,0,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
340,2024_09_MIA_BUF,2024,REG,9,2024-11-03,BUF,MIA,BUF,MIA,2.0,9,36.0,1,587.0,1487.0,3287.0,0.0,3.0,3.0,pass,3.0,-0.377222994924523,0,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
374,2024_09_MIA_BUF,2024,REG,9,2024-11-03,BUF,MIA,BUF,MIA,3.0,6,33.0,1,551.0,1451.0,3251.0,0.0,3.0,3.0,pass,11.0,1.87485314556398,1,1,0,0,Medium (4-6),Plus Territory,0,Within 7 points,1,0
399,2024_09_MIA_BUF,2024,REG,9,2024-11-03,BUF,MIA,BUF,MIA,1.0,10,22.0,1,513.0,1413.0,3213.0,0.0,3.0,3.0,run,2.0,-0.469661212526262,0,0,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
421,2024_09_MIA_BUF,2024,REG,9,2024-11-03,BUF,MIA,BUF,MIA,2.0,8,20.0,1,474.0,1374.0,3174.0,0.0,3.0,3.0,pass,5.0,0.0838164277374744,1,1,0,0,Long (7-10),Red Zone,1,Within 7 points,0,0
